run_id,contract_id,legacy_contract_id,legacy_project_id,project_id,partner_id,name,subject,type,state,line_count,is_locked,write_action_result
ITER-2026-04-15-CONTRACT-POST800-NEXT200,884,9bcdce377da746999e52836ccb15582f,bbe61b7f1a754c2a9998c3cec3e80260,2670,4146,CONIN2600847,巴楚县中心敬老院消防改造提升建设项目二次,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,885,9c3f861d16f04e1e974e36b4e1f9c894,6b4e37cd90a94055a69de211efdab846,2444,3600,CONIN2600848,热处理厂-变压室整改,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,886,9c76fe2a272a475b9fd292a8956d8e0a,9ebba094a48443a39dd7e1421da8dfbb,2588,4470,CONIN2600849,德阳经济技术开发区第一幼儿园厨房燃气报警系统安装,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,887,9c85e7a2effa4d7ab1adb6586b6076d5,a23dd17f3b044c6e922cddbecbae097e,2602,4041,CONIN2600850,细磨车间、碳酸锂车间防水补漏项目工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,888,9cc950d13afc4ca7b5dba2461133f647,975c978ebf34482ab92912e0e4825d58,2572,5846,CONIN2600851,德阳市罗江区秀水河2020年水毁修复工程（劳务）一标、二标段,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,889,9d286fdd46eb4a37b881f0afca2744c3,6b4e37cd90a94055a69de211efdab846,2444,5803,CONIN2600852,电力供应部现场安全整治,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,890,9e7831356e264ff2bea69af39bf6351c,9ebba094a48443a39dd7e1421da8dfbb,2588,125,CONIN2600853,四川省德阳市人民检察院干警食堂厨房燃气报警系统安装,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,891,9eb1d739f3254085957e678665cc4248,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600854,邦泰翡翠城（一期、二期）,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,892,9ebb815a6fc54ecd9fb028016afc5894,9ebba094a48443a39dd7e1421da8dfbb,2588,5909,CONIN2600855,燃气报警及送排风系统,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,893,9ec6f1faf46f4791a18e626bb68595ca,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600856,“和悦里”项目施工用水工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,894,9ef9d937336143ee90043b8874ea37f9,bb479eae09634eca926443b260524e78,2667,4947,CONIN2600857,重庆丰都龙城华府（三期）二组团10#、11#住宅屋顶分布式光伏项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST800-NEXT200,895,9f4cfaa7205f4c39b27de7cc8ce5f98c,e106501cc7184d8e8b8b08871e03e5dc,2776,4103,CONIN2600858,金元镇江关咀村2019年社道路建设项目,out,draft,0,False,created
